شناسه محصول,نام محصول,دسته‌بندی,کارگردان,ژانر,امتیاز وزندار,تعداد امتیازها,تعداد نظرات,بازدید,دانلود,نام کاربر,ایمیل کاربر,امتیاز کاربر,نظر کاربر
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Niloofar373,niloofar373@example.com,4,
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Elham952,elham952@example.com,,از همان دقیقه اول جذبم کرد.
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Niloofar373,niloofar373@example.com,,دکور و لباس‌ها حرفه‌ای بود.
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Saman76,saman76@example.com,,پایان‌بندی عجیبی داشت، سردرگم شدم!
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Ali741,ali741@example.com,2,
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Zahra47,zahra47@example.com,5,
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Mahdi175,mahdi175@example.com,3,
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Maryam881,maryam881@example.com,1,
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Leyla445,leyla445@example.com,1,
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Arman629,arman629@example.com,3,
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Niloofar373,niloofar373@example.com,2,
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Pouria534,pouria534@example.com,3,
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Kaveh21,kaveh21@example.com,,قسمت اول بهتر از این بود.
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Maryam881,maryam881@example.com,,صحنه‌های اکشن فوق‌العاده.
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Fatemeh779,fatemeh779@example.com,,وقت تلف کردن، اصلاً ارزش نداشت.
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Zahra47,zahra47@example.com,,بر اساس کتاب بود؟ کتاب خیلی بهتر بود.
38,Coco,فیلم,"لی آنکریچ, آدریان مولینا","انیمیشن, ماجراجویی, خانوادگی",2.69,8,5,266,38,Tuser,,,شاهکار! بدون شک جزو بهترین‌هاست.
31,Saving Private Ryan,فیلم,استیون اسپیلبرگ,"درام, جنگ",3.02,8,1,220,12,loginTest,,4,
31,Saving Private Ryan,فیلم,استیون اسپیلبرگ,"درام, جنگ",3.02,8,1,220,12,Zahra47,zahra47@example.com,1,
31,Saving Private Ryan,فیلم,استیون اسپیلبرگ,"درام, جنگ",3.02,8,1,220,12,Mahdi175,mahdi175@example.com,1,
31,Saving Private Ryan,فیلم,استیون اسپیلبرگ,"درام, جنگ",3.02,8,1,220,12,Amir456,amir456@example.com,5,
31,Saving Private Ryan,فیلم,استیون اسپیلبرگ,"درام, جنگ",3.02,8,1,220,12,Maryam881,maryam881@example.com,4,
31,Saving Private Ryan,فیلم,استیون اسپیلبرگ,"درام, جنگ",3.02,8,1,220,12,Kaveh21,kaveh21@example.com,5,
31,Saving Private Ryan,فیلم,استیون اسپیلبرگ,"درام, جنگ",3.02,8,1,220,12,Niloofar373,niloofar373@example.com,1,
31,Saving Private Ryan,فیلم,استیون اسپیلبرگ,"درام, جنگ",3.02,8,1,220,12,Elham952,elham952@example.com,2,
31,Saving Private Ryan,فیلم,استیون اسپیلبرگ,"درام, جنگ",3.02,8,1,220,12,Reza572,reza572@example.com,,من که لذت بردم، دوست داشتنی بود.
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Tuser,,2,
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,loginTest,,2,
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Ali741,ali741@example.com,5,
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Neda911,neda911@example.com,2,
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Fatemeh779,fatemeh779@example.com,4,
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Saman76,saman76@example.com,3,
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Arman629,arman629@example.com,4,
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Pouria534,pouria534@example.com,4,
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Leyla445,leyla445@example.com,,بازیگر نقش منفی عالی بود.
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Arman629,arman629@example.com,,بازیگر اصلی عالی بود، بقیه معمولی.
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Hossein94,hossein94@example.com,,تکرار مکررات، هیچ ایده جدیدی نداشت.
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Neda911,neda911@example.com,,بازیگر اصلی عالی بود، بقیه معمولی.
32,The Green Mile,فیلم,فرانک دارابانت,"جنایی, درام, فانتزی",3.15,8,5,221,11,Mohammad363,mohammad363@example.com,,قسمت اول بهتر از این بود.
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Tuser,,2,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,loginTest,,1,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Ali741,ali741@example.com,5,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Reza572,reza572@example.com,4,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Neda911,neda911@example.com,3,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Hossein94,hossein94@example.com,1,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Zahra47,zahra47@example.com,1,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Fatemeh779,fatemeh779@example.com,5,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Amir456,amir456@example.com,5,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Maryam881,maryam881@example.com,3,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Saman76,saman76@example.com,2,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Tara392,tara392@example.com,1,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Kaveh21,kaveh21@example.com,5,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Niloofar373,niloofar373@example.com,1,
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Behnam387,behnam387@example.com,,وقت تلف کردن، اصلاً ارزش نداشت.
33,Gladiator,فیلم,ریدلی اسکات,"اکشن, درام",2.90,14,2,280,29,Sara236,sara236@example.com,,از همان دقیقه اول جذبم کرد.
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,loginTest,,2,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Ali741,ali741@example.com,4,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Reza572,reza572@example.com,3,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Sara236,sara236@example.com,1,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Neda911,neda911@example.com,5,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Zahra47,zahra47@example.com,2,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Mahdi175,mahdi175@example.com,2,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Fatemeh779,fatemeh779@example.com,5,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Maryam881,maryam881@example.com,1,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Saman76,saman76@example.com,4,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Leyla445,leyla445@example.com,2,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Behnam387,behnam387@example.com,1,
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Amir456,amir456@example.com,,پایان‌بندی عجیبی داشت، سردرگم شدم!
34,The Prestige,فیلم,کریستوفر نولان,"درام, معمایی, علمی-تخیلی",2.70,12,2,253,17,Hossein94,hossein94@example.com,,تکنیکال عالی، داستان متوسط.
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Tuser,,1,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Ali741,ali741@example.com,5,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Sara236,sara236@example.com,5,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Neda911,neda911@example.com,2,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Hossein94,hossein94@example.com,2,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Zahra47,zahra47@example.com,2,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Amir456,amir456@example.com,4,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Maryam881,maryam881@example.com,3,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Tara392,tara392@example.com,1,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Leyla445,leyla445@example.com,3,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Niloofar373,niloofar373@example.com,4,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Elham952,elham952@example.com,1,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Behnam387,behnam387@example.com,3,
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Hossein94,hossein94@example.com,,بازیگر نقش منفی عالی بود.
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Sara236,sara236@example.com,,چیزی که انتظار داشتم نبود.
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Reza572,reza572@example.com,,بازیگر نقش منفی عالی بود.
27,The Silence of the Lambs,فیلم,جاناتان دمی,"جنایی, درام, دلهره‌آور",2.85,13,4,327,37,Ali741,ali741@example.com,,تکرار مکررات، هیچ ایده جدیدی نداشت.
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,loginTest,,2,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Ali741,ali741@example.com,5,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Mohammad363,mohammad363@example.com,5,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Mahdi175,mahdi175@example.com,5,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Fatemeh779,fatemeh779@example.com,5,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Amir456,amir456@example.com,5,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Maryam881,maryam881@example.com,1,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Kaveh21,kaveh21@example.com,4,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Pouria534,pouria534@example.com,2,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Elham952,elham952@example.com,4,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Behnam387,behnam387@example.com,4,
28,City of God,فیلم,"فرناندو میرلس, کاتیا لوند","جنایی, درام",3.62,11,1,230,23,Niloofar373,niloofar373@example.com,,صحنه‌های اکشن فوق‌العاده.
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Ali741,ali741@example.com,5,
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Mohammad363,mohammad363@example.com,1,
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Neda911,neda911@example.com,5,
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Zahra47,zahra47@example.com,1,
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Tara392,tara392@example.com,1,
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Niloofar373,niloofar373@example.com,4,
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Elham952,elham952@example.com,5,
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Behnam387,behnam387@example.com,2,
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Pouria534,pouria534@example.com,,فیلم فوق‌العاده‌ای بود! حتماً ببینید.
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Saman76,saman76@example.com,,تکنیکال عالی، داستان متوسط.
29,Interstellar,فیلم,کریستوفر نولان,"ماجراجویی, درام, علمی-تخیلی",2.78,8,3,201,18,Zahra47,zahra47@example.com,,صحنه‌های اکشن فوق‌العاده.
30,Spirited Away,فیلم,هایائو میازاکی,"انیمیشن, ماجراجویی, خانوادگی",3.38,8,1,196,15,Tuser,,5,
30,Spirited Away,فیلم,هایائو میازاکی,"انیمیشن, ماجراجویی, خانوادگی",3.38,8,1,196,15,Sara236,sara236@example.com,5,
30,Spirited Away,فیلم,هایائو میازاکی,"انیمیشن, ماجراجویی, خانوادگی",3.38,8,1,196,15,Neda911,neda911@example.com,2,
30,Spirited Away,فیلم,هایائو میازاکی,"انیمیشن, ماجراجویی, خانوادگی",3.38,8,1,196,15,Amir456,amir456@example.com,3,
30,Spirited Away,فیلم,هایائو میازاکی,"انیمیشن, ماجراجویی, خانوادگی",3.38,8,1,196,15,Maryam881,maryam881@example.com,2,
30,Spirited Away,فیلم,هایائو میازاکی,"انیمیشن, ماجراجویی, خانوادگی",3.38,8,1,196,15,Kaveh21,kaveh21@example.com,4,
30,Spirited Away,فیلم,هایائو میازاکی,"انیمیشن, ماجراجویی, خانوادگی",3.38,8,1,196,15,Leyla445,leyla445@example.com,4,
30,Spirited Away,فیلم,هایائو میازاکی,"انیمیشن, ماجراجویی, خانوادگی",3.38,8,1,196,15,Elham952,elham952@example.com,4,
30,Spirited Away,فیلم,هایائو میازاکی,"انیمیشن, ماجراجویی, خانوادگی",3.38,8,1,196,15,Saman76,saman76@example.com,,من که لذت بردم، دوست داشتنی بود.
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Reza572,reza572@example.com,5,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Neda911,neda911@example.com,4,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Hossein94,hossein94@example.com,3,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Zahra47,zahra47@example.com,2,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Mahdi175,mahdi175@example.com,2,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Fatemeh779,fatemeh779@example.com,5,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Amir456,amir456@example.com,1,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Maryam881,maryam881@example.com,3,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Saman76,saman76@example.com,5,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Pouria534,pouria534@example.com,1,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Behnam387,behnam387@example.com,5,
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Leyla445,leyla445@example.com,,جزو بهترین‌هایی بود که دیدم!
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Saman76,saman76@example.com,,به هیچ وجه پیشنهاد نمی‌کنم.
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Mahdi175,mahdi175@example.com,,بازیگری عالی بود، داستان جذاب.
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Hossein94,hossein94@example.com,,چیزی که انتظار داشتم نبود.
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Sara236,sara236@example.com,,فیلمنامه ضعیف، بازیگری خوب.
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,Ali741,ali741@example.com,,بد نبود، اما می‌توانست بهتر باشد.
24,Goodfellas,فیلم,مارتین اسکورسیزی,"بیوگرافی, جنایی, درام",3.10,11,7,323,36,loginTest,,,فیلم فوق‌العاده‌ای بود! حتماً ببینید.
25,The Matrix,فیلم,"لانا واچوفسکی, لیلی واچوفسکی","اکشن, علمی-تخیلی",3.03,5,3,198,27,Tuser,,5,
25,The Matrix,فیلم,"لانا واچوفسکی, لیلی واچوفسکی","اکشن, علمی-تخیلی",3.03,5,3,198,27,Neda911,neda911@example.com,2,
25,The Matrix,فیلم,"لانا واچوفسکی, لیلی واچوفسکی","اکشن, علمی-تخیلی",3.03,5,3,198,27,Leyla445,leyla445@example.com,5,
25,The Matrix,فیلم,"لانا واچوفسکی, لیلی واچوفسکی","اکشن, علمی-تخیلی",3.03,5,3,198,27,Niloofar373,niloofar373@example.com,1,
25,The Matrix,فیلم,"لانا واچوفسکی, لیلی واچوفسکی","اکشن, علمی-تخیلی",3.03,5,3,198,27,Pouria534,pouria534@example.com,2,
25,The Matrix,فیلم,"لانا واچوفسکی, لیلی واچوفسکی","اکشن, علمی-تخیلی",3.03,5,3,198,27,Tara392,tara392@example.com,,تکرار مکررات، هیچ ایده جدیدی نداشت.
25,The Matrix,فیلم,"لانا واچوفسکی, لیلی واچوفسکی","اکشن, علمی-تخیلی",3.03,5,3,198,27,Sara236,sara236@example.com,,پایان‌بندی عجیبی داشت، سردرگم شدم!
25,The Matrix,فیلم,"لانا واچوفسکی, لیلی واچوفسکی","اکشن, علمی-تخیلی",3.03,5,3,198,27,Tuser,,,حس و حال خاصی داشت، متفاوت بود.
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Ali741,ali741@example.com,4,
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Reza572,reza572@example.com,3,
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Neda911,neda911@example.com,4,
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Hossein94,hossein94@example.com,5,
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Mahdi175,mahdi175@example.com,4,
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Fatemeh779,fatemeh779@example.com,3,
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Amir456,amir456@example.com,5,
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Tara392,tara392@example.com,2,
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Kaveh21,kaveh21@example.com,1,
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Leyla445,leyla445@example.com,4,
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Hossein94,hossein94@example.com,,حتماً قسمت دوم را هم خواهم دید.
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Ali741,ali741@example.com,,بازیگر اصلی عالی بود، بقیه معمولی.
26,Seven Samurai,فیلم,آکیرا کوروساوا,"اکشن, درام",3.33,10,3,269,49,Tuser,,,ارزش دیدن دارد، اما نه بیشتر.
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,loginTest,,5,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Sara236,sara236@example.com,3,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Neda911,neda911@example.com,3,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Hossein94,hossein94@example.com,4,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Zahra47,zahra47@example.com,1,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Mahdi175,mahdi175@example.com,5,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Fatemeh779,fatemeh779@example.com,2,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Amir456,amir456@example.com,3,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Tara392,tara392@example.com,1,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Kaveh21,kaveh21@example.com,3,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Arman629,arman629@example.com,3,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Pouria534,pouria534@example.com,3,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Behnam387,behnam387@example.com,5,
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Maryam881,maryam881@example.com,,جزو بهترین‌هایی بود که دیدم!
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,Sara236,sara236@example.com,,از همان دقیقه اول جذبم کرد.
20,Pulp Fiction,فیلم,کوئنتین تارانتینو,"جنایی, درام",3.01,13,3,289,52,loginTest,,,از همان دقیقه اول جذبم کرد.
21,Inception,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, علمی-تخیلی",2.67,7,3,216,21,Tuser,,3,
21,Inception,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, علمی-تخیلی",2.67,7,3,216,21,Zahra47,zahra47@example.com,5,
21,Inception,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, علمی-تخیلی",2.67,7,3,216,21,Amir456,amir456@example.com,5,
21,Inception,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, علمی-تخیلی",2.67,7,3,216,21,Maryam881,maryam881@example.com,1,
21,Inception,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, علمی-تخیلی",2.67,7,3,216,21,Tara392,tara392@example.com,1,
21,Inception,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, علمی-تخیلی",2.67,7,3,216,21,Kaveh21,kaveh21@example.com,1,
21,Inception,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, علمی-تخیلی",2.67,7,3,216,21,Arman629,arman629@example.com,1,
21,Inception,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, علمی-تخیلی",2.67,7,3,216,21,Kaveh21,kaveh21@example.com,,حس و حال خاصی داشت، متفاوت بود.
21,Inception,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, علمی-تخیلی",2.67,7,3,216,21,Fatemeh779,fatemeh779@example.com,,بازیگری عالی بود، داستان جذاب.
21,Inception,فیلم,کریستوفر نولان,"اکشن, ماجراجویی, علمی-تخیلی",2.67,7,3,216,21,Hossein94,hossein94@example.com,,فیلمنامه ضعیف، بازیگری خوب.
